Ticker,Tipo,Data Com,Pagamento,Valor,Segmento,Tipo da Gestão,Público-alvo,Rendimento Médio 24M,Taxa Administração,Liquidez Média Diária,Participação IFIX
KLOG11,,,,,,,,,,,
KNCA11,RENDIMENTO,2025-06-30,14/07/2025,1.1,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2025-05-30,12/06/2025,1.18,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2025-04-30,14/05/2025,1.2,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2025-03-31,11/04/2025,1.0,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2025-02-28,17/03/2025,1.2,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2025-01-31,13/02/2025,1.12,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2024-12-30,14/01/2025,1.0,Indefinido,,,,- % a.a,"2.278.508,05",
KNCA11,RENDIMENTO,2024-11-29,12/12/2024,0.9,Indefinido,,,,- % a.a,"2.278.508,05",
KNCR11,,,,,,,,,,,
KNHF11,,,,,,,,,,,
KNHY11,,,,,,,,,,,
KNIP11,,,,,,,,,,,
KNPR11,,,,,,,,,,,
KNRE11,,,,,,,,,,,
KNRI11,,,,,,,,,,,
KNSC11,,,,,,,,,,,
KNUQ11,,,,,,,,,,,
KOPA11,RENDIMENTO,2025-06-16,24/06/2025,13.0,Indefinido,,,,- % a.a,"316.415,55",
KOPA11,AMORTIZAÇÃO,2025-06-16,24/06/2025,19.73,Indefinido,,,,- % a.a,"316.415,55",
KOPA11,RENDIMENTO,2025-05-15,22/05/2025,13.83,Indefinido,,,,- % a.a,"316.415,55",
KOPA11,AMORTIZAÇÃO,2025-05-15,22/05/2025,19.73,Indefinido,,,,- % a.a,"316.415,55",
KOPI11,,,,,,,,,,,
KORE11,,,,,,,,,,,
KPMR11,,,,,,,,,,,
KPRP11,,,,,,,,,,,
KRES11,,,,,,,,,,,
LAFI11,RENDIMENTO,2025-05-07,15/05/2025,4.94,Misto,,,,- % a.a,"1.326.315,38",
LAFI11,RENDIMENTO,2025-01-07,15/01/2025,9.28,Misto,,,,- % a.a,"1.326.315,38",
LASC11,,,,,,,,,,,
LFTT11,,,,,,,,,,,
LIFE11,,,,,,,,,,,
LKDV11,,,,,,,,,,,
LLAO11,,,,,,,,,,,
LOFT11,,,,,,,,,,,
LPLP11,,,,,,,,,,,
LRDI11,,,,,,,,,,,
LRED11,,,,,,,,,,,
LSAG11,AMORTIZAÇÃO,2025-06-30,14/07/2025,1.1,Indefinido,,,,- % a.a,"38.383,65",
LSAG11,AMORTIZAÇÃO,2025-05-30,13/06/2025,1.1,Indefinido,,,,- % a.a,"38.383,65",
LSOI11,,,,,,,,,,,
LSPA11,,,,,,,,,,,
LTMT11,,,,,,,,,,,
LVBI11,,,,,,,,,,,
MALL11,,,,,,,,,,,
MANA11,,,,,,,,,,,
MAXR11,,,,,,,,,,,
MBBI11,,,,,,,,,,,
MCCI11,,,,,,,,,,,
MCEM11,,,,,,,,,,,
MCLO11,,,,,,,,,,,
MCRE11,,,,,,,,,,,
MFAI11,,,,,,,,,,,
MFCR11,,,,,,,,,,,
MFII11,,,,,,,,,,,
MGHT11,,,,,,,,,,,
MGRI11,,,,,,,,,,,
MINT11,,,,,,,,,,,
MMPD11,,,,,,,,,,,
MMVE11,,,,,,,,,,,
MOFF11,,,,,,,,,,,
MTOF11,,,,,,,,,,,
MVFI11,,,,,,,,,,,
MXRF11,,,,,,,,,,,
NAGR11,,,,,Agricultura,,,,- % a.a,-,
NAUI11,,,,,,,,,,,
NAVT11,,,,,,,,,,,
NCRI11,,,,,,,,,,,
NELO11,RENDIMENTO,2025-06-18,26/06/2025,4.33097789,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2025-05-20,27/05/2025,7.29427855,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2025-04-17,28/04/2025,18.46364258,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2025-03-20,27/03/2025,29.63300661,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2025-02-20,27/02/2025,14.3606109,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2025-01-20,27/01/2025,10.16640073,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2024-12-20,30/12/2024,11.39731023,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2024-11-19,27/11/2024,9.5737406,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2024-10-18,25/10/2024,9.5737406,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2024-09-20,27/09/2024,9.5737406,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2024-08-20,27/08/2024,9.5737406,Logística,,,,- % a.a,-,
NELO11,RENDIMENTO,2024-07-19,26/07/2024,9.5737406,Logística,,,,- % a.a,-,
NEWL11,,,,,,,,,,,
NEWU11,,,,,,,,,,,
NEXG11,RENDIMENTO,2025-06-06,13/06/2025,0.98,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2025-05-08,15/05/2025,0.97,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2025-04-07,14/04/2025,0.95,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2025-03-11,18/03/2025,0.95,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2025-02-07,14/02/2025,0.9,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2025-01-08,15/01/2025,0.8,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2024-12-06,13/12/2024,0.5881,Agricultura,,,,- % a.a,"176.648,00",
NEXG11,RENDIMENTO,2024-11-07,14/11/2024,1.16,Agricultura,,,,- % a.a,"176.648,00",
NSLU11,,,,,,,,,,,
NUIF11,,,,,,,,,,,
NVHO11,,,,,,,,,,,
NVIF11,,,,,,,,,,,
OBAL11,,,,,,,,,,,
OCRE11,,,,,,,,,,,
OGIN11,,,,,,,,,,,
OIAG11,RENDIMENTO,2025-06-06,13/06/2025,0.105,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2025-05-08,15/05/2025,0.105,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2025-04-07,14/04/2025,0.105,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2025-03-11,18/03/2025,0.105,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2025-02-07,14/02/2025,0.1,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2025-01-08,15/01/2025,0.1,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2024-12-06,13/12/2024,0.1,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2024-11-07,14/11/2024,0.1,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2024-10-07,14/10/2024,0.1,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2024-09-06,13/09/2024,0.1,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2024-08-07,14/08/2024,0.095,Indefinido,,,,- % a.a,"106.112,75",
OIAG11,RENDIMENTO,2024-07-05,12/07/2024,0.09,Indefinido,,,,- % a.a,"106.112,75",
ONDV11,,,,,,,,,,,
OPTM11,,,,,,,,,,,
OUFF11,,,,,,,,,,,
OUJP11,,,,,,,,,,,
OULG11,,,,,,,,,,,
PABY11,,,,,,,,,,,
PATA11,,,,,,,,,,,
PATB11,,,,,,,,,,,
PATC11,,,,,,,,,,,
PATL11,,,,,,,,,,,
PBLV11,,,,,,,,,,,
PCAS11,,,,,,,,,,,
PEMA11,,,,,,,,,,,
PLAG11,,,,,,,,,,,
PLCA11,RENDIMENTO,2025-06-30,14/07/2025,1.0,Indefinido,,,,- % a.a,"72.504,05",
PLCA11,RENDIMENTO,2025-05-30,13/06/2025,1.0,Indefinido,,,,- % a.a,"72.504,05",
PLCA11,RENDIMENTO,2025-04-30,15/05/2025,0.24,Indefinido,,,,- % a.a,"72.504,05",
PLCA11,RENDIMENTO,2025-03-31,14/04/2025,1.0,Indefinido,,,,- % a.a,"72.504,05",
PLCA11,RENDIMENTO,2025-02-28,18/03/2025,1.0,Indefinido,,,,- % a.a,"72.504,05",
PLCA11,RENDIMENTO,2025-01-31,14/02/2025,1.0,Indefinido,,,,- % a.a,"72.504,05",
PLCA11,RENDIMENTO,2024-12-30,15/01/2025,1.0,Indefinido,,,,- % a.a,"72.504,05",
PLCR11,,,,,,,,,,,
PLRI11,,,,,,,,,,,
PMFO11,,,,,,,,,,,
PMIS11,,,,,,,,,,,
PNCR11,,,,,,,,,,,
PNDL11,,,,,,,,,,,
PNLM11,,,,,,,,,,,
PNPR11,,,,,,,,,,,
PNRC11,,,,,,,,,,,
PORD11,,,,,,,,,,,
PQAG11,,,,,,,,,,,
PQDP11,,,,,,,,,,,
PRIF11,,,,,,,,,,,
PRSN11B,,,,,,,,,,,
PRSV11,,,,,,,,,,,
PRZS11,,,,,,,,,,,
PULV11,,,,,,,,,,,
PVBI11,,,,,,,,,,,
QNTS11,,,,,,,,,,,
QTZD11,,,,,,,,,,,
RBDS11,,,,,,,,,,,
RBED11,,,,,,,,,,,
RBFF11,,,,,,,,,,,
RBHG11,,,,,,,,,,,
RBHY11,,,,,,,,,,,
RBIF11,,,,,,,,,,,
RBIR11,,,,,,,,,,,
RBLG11,,,,,,,,,,,
RBOP11,,,,,,,,,,,
RBRD11,,,,,,,,,,,
RBRF11,,,,,,,,,,,
RBRI11,,,,,,,,,,,
RBRK11,,,,,,,,,,,
RBRL11,,,,,,,,,,,
RBRM11,,,,,,,,,,,
RBRP11,,,,,,,,,,,
RBRR11,,,,,,,,,,,
RBRS11,,,,,,,,,,,
RBRX11,,,,,,,,,,,
RBRY11,,,,,,,,,,,
RBTS11,,,,,,,,,,,
RBVA11,,,,,,,,,,,
RBVO11,,,,,,,,,,,
RCFA11,,,,,,,,,,,
RCFF11,,,,,,,,,,,
RCKF11,,,,,,,,,,,
RCRB11,,,,,,,,,,,
RDCI11,,,,,,,,,,,
RDIV11,,,,,,,,,,,
RDLI11,,,,,,,,,,,
RDLS11,,,,,,,,,,,
RECD11,,,,,,,,,,,
RECM11,,,,,,,,,,,
RECR11,,,,,,,,,,,
RECT11,,,,,,,,,,,
RECX11,,,,,,,,,,,
REIT11,,,,,,,,,,,
RELG11,,,,,,,,,,,
RENV11,,,,,,,,,,,
RFOF11,,,,,,,,,,,
RIFF11,,,,,,,,,,,
RINV11,,,,,,,,,,,
RMAI11,,,,,,,,,,,
RNDP11,,,,,,,,,,,
RNGO11,,,,,,,,,,,
RNOV11,,,,,,,,,,,
ROOF11,,,,,,,,,,,
RPRI11,,,,,,,,,,,
RRCI11,,,,,,,,,,,
RSPD11,,,,,,,,,,,
RTEL11,,,,,,,,,,,
RURA11,RENDIMENTO,2025-06-30,07/07/2025,0.105,Indefinido,,,,- % a.a,"1.474.463,65",
RURA11,RENDIMENTO,2025-05-30,06/06/2025,0.1,Indefinido,,,,- % a.a,"1.474.463,65",
RURA11,RENDIMENTO,2025-04-30,08/05/2025,0.1,Indefinido,,,,- % a.a,"1.474.463,65",
RURA11,RENDIMENTO,2025-03-31,07/04/2025,0.085,Indefinido,,,,- % a.a,"1.474.463,65",
RURA11,RENDIMENTO,2025-02-28,11/03/2025,0.085,Indefinido,,,,- % a.a,"1.474.463,65",
RURA11,RENDIMENTO,2025-01-31,07/02/2025,0.07,Indefinido,,,,- % a.a,"1.474.463,65",
RURA11,RENDIMENTO,2024-12-30,08/01/2025,0.06,Indefinido,,,,- % a.a,"1.474.463,65",
RVBI11,,,,,,,,,,,
RZAG11,RENDIMENTO,2025-06-30,14/07/2025,0.125,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2025-05-30,13/06/2025,0.125,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2025-04-30,15/05/2025,0.125,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2025-03-31,14/04/2025,0.12,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2025-02-28,18/03/2025,0.12,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2025-01-31,14/02/2025,0.12,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2024-12-30,15/01/2025,0.11,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2024-11-29,13/12/2024,0.11,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2024-10-31,14/11/2024,0.11,Indefinido,,,,- % a.a,"1.546.339,85",
RZAG11,RENDIMENTO,2024-09-30,14/10/2024,0.11,Indefinido,,,,- % a.a,"1.546.339,85",
RZAK11,,,,,,,,,,,
RZAT11,,,,,,,,,,,
RZEO11,RENDIMENTO,2025-06-13,23/06/2025,4.76,Indefinido,,,,- % a.a,"2.187,33",
RZEO11,RENDIMENTO,2025-01-15,22/01/2025,46.3,Indefinido,,,,- % a.a,"2.187,33",
RZEO11,RENDIMENTO,2024-11-14,25/11/2024,4.76,Indefinido,,,,- % a.a,"2.187,33",
RZEO11,RENDIMENTO,2024-07-12,19/07/2024,12.05,Indefinido,,,,- % a.a,"2.187,33",
RZLC11,,,,,,,,,,,
RZTR11,,,,,,,,,,,
RZZI11,,,,,,,,,,,
RZZR11,,,,,,,,,,,
RZZV11,,,,,,,,,,,
SACL11,,,,,,,,,,,
SADI11,,,,,,,,,,,
SAIC11B,,,,,,,,,,,
SALI11,,,,,,,,,,,
SAPI11,,,,,,,,,,,
SARE11,,,,,,,,,,,
SBCL11,,,,,,,,,,,
SCPF11,,,,,,,,,,,
SEED11,,,,,,,,,,,
SEQR11,,,,,,,,,,,
SFFI11,,,,,,,,,,,
SHDP11B,,,,,,,,,,,
SHIP11,,,,,,,,,,,
SHOP11,,,,,,,,,,,
SHPH11,,,,,,,,,,,
SHPP11,,,,,,,,,,,
SJAU11,,,,,,,,,,,
SLDZ11,,,,,,,,,,,
SMRE11,,,,,,,,,,,
SNAG11,,,,,Papéis,,,,- % a.a,"1.117.675,50",
SNCI11,,,,,,,,,,,
SNEL11,,,,,,,,,,,
SNFF11,,,,,,,,,,,
SNFZ11,RENDIMENTO,2025-06-13,25/06/2025,0.065,Misto,,,,- % a.a,"122.165,10",
SNFZ11,RENDIMENTO,2025-05-15,23/05/2025,0.065,Misto,,,,- % a.a,"122.165,10",
SNFZ11,RENDIMENTO,2025-04-15,25/04/2025,0.065,Misto,,,,- % a.a,"122.165,10",
SNFZ11,RENDIMENTO,2025-03-14,25/03/2025,0.06,Misto,,,,- % a.a,"122.165,10",
SNFZ11,RENDIMENTO,2025-02-14,25/02/2025,0.06,Misto,,,,- % a.a,"122.165,10",
SNFZ11,RENDIMENTO,2025-01-15,24/01/2025,0.06,Misto,,,,- % a.a,"122.165,10",
SNFZ11,RENDIMENTO,2024-12-13,23/12/2024,0.055,Misto,,,,- % a.a,"122.165,10",
SNID11,,,,,,,,,,,
SNLG11,,,,,,,,,,,
SNME11,,,,,,,,,,,
SOFF11,,,,,,,,,,,
SOLR11,,,,,,,,,,,
SPAF11,,,,,,,,,,,
SPDE11,,,,,,,,,,,
SPG211,,,,,,,,,,,
SPGM11,,,,,,,,,,,
SPMO11,,,,,,,,,,,
SPTW11,,,,,,,,,,,
SPVJ11,,,,,,,,,,,
SPXC11,,,,,,,,,,,
SPXG11,,,,,,,,,,,
SPXL11,,,,,,,,,,,
SPXM11,,,,,,,,,,,
SPXS11,,,,,,,,,,,
STMB11,,,,,Indefinido,,,,- % a.a,-,
STRX11,,,,,,,,,,,
SUIN11,,,,,,,,,,,
SURE11,,,,,,,,,,,
TCIN11,,,,,,,,,,,
TCPF11,,,,,,,,,,,
TELD11,,,,,,,,,,,
TELM11,,,,,,,,,,,
TEPP11,,,,,,,,,,,
TGAR11,,,,,,,,,,,
TGRU11,,,,,,,,,,,
TJKB11,,,,,,,,,,,
TMFI11,,,,,,,,,,,
TMPS11,,,,,,,,,,,
TNXS11,,,,,,,,,,,
TOPP11,,,,,,,,,,,
TORD11,,,,,,,,,,,
TRBL11,,,,,,,,,,,
TRNT11,,,,,,,,,,,
TRXB11,,,,,,,,,,,
TRXF11,,,,,,,,,,,
TRXY11,,,,,,,,,,,
TSER11,,,,,,,,,,,
TSNC11,,,,,,,,,,,
TVRI11,,,,,,,,,,,
URHF11,,,,,,,,,,,
URPR11,,,,,,,,,,,
VALO11,,,,,,,,,,,
VANG11,,,,,,,,,,,
VCHG11,,,,,,,,,,,
VCJR11,,,,,,,,,,,
VCRA11,RENDIMENTO,2025-06-30,14/07/2025,0.9,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2025-05-30,12/06/2025,0.48,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2025-04-30,14/05/2025,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2025-03-31,11/04/2025,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2025-02-28,17/03/2025,0.96,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2025-01-31,13/02/2025,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2024-12-30,14/01/2025,0.96,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2024-11-29,12/12/2024,0.87,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2024-10-31,13/11/2024,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2024-09-30,11/10/2024,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2024-08-30,12/09/2024,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRA11,RENDIMENTO,2024-07-31,13/08/2024,1.0,Indefinido,,,,- % a.a,"575.184,35",
VCRI11,,,,,,,,,,,
VCRR11,,,,,,,,,,,
VCTH11,,,,,,,,,,,
VDSV11,,,,,,,,,,,
VERE11,,,,,,,,,,,
VGHF11,,,,,,,,,,,
VGIA11,RENDIMENTO,2025-06-11,18/06/2025,0.125,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2025-05-13,20/05/2025,0.12,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2025-04-10,17/04/2025,0.115,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2025-03-14,21/03/2025,0.12,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2025-02-12,19/02/2025,0.11,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2025-01-13,20/01/2025,0.11,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2024-12-11,18/12/2024,0.11,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2024-11-12,21/11/2024,0.11,Indefinido,,,,- % a.a,"1.255.650,05",
VGIA11,RENDIMENTO,2024-10-10,17/10/2024,0.12,Indefinido,,,,- % a.a,"1.255.650,05",
VGII11,,,,,,,,,,,
VGIP11,,,,,,,,,,,
VGIR11,,,,,,,,,,,
VGRI11,,,,,,,,,,,
VHFA11,,,,,Misto,,,,- % a.a,"582,00",
VIDS11,,,,,,,,,,,
VIFI11,,,,,,,,,,,
VILG11,,,,,,,,,,,
VINO11,,,,,,,,,,,
VISC11,,,,,,,,,,,
VIUR11,,,,,,,,,,,
VJFD11,,,,,,,,,,,
VLJS11,,,,,,,,,,,
VLQI11,,,,,,,,,,,
VOTS11,,,,,,,,,,,
VPPR11,,,,,,,,,,,
VPSI11,,,,,,,,,,,
VRTA11,,,,,,,,,,,
VRTM11,,,,,,,,,,,
VSHO11,,,,,,,,,,,
VSLH11,,,,,,,,,,,
VTLT11,,,,,,,,,,,
VTPA11,,,,,,,,,,,
VTPL11,,,,,,,,,,,
VTVI11,,,,,,,,,,,
VTXI11,,,,,,,,,,,
VVCO11,,,,,,,,,,,
VVCR11,,,,,,,,,,,
VVMR11,,,,,,,,,,,
VVRI11,,,,,,,,,,,
VXXV11,,,,,,,,,,,
WHGR11,,,,,,,,,,,
WPLZ11,,,,,,,,,,,
WSEC11,,,,,,,,,,,
WTSP11,,,,,,,,,,,
XPCA11,RENDIMENTO,2025-06-30,14/07/2025,0.11,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2025-05-30,13/06/2025,0.11,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2025-04-30,15/05/2025,0.11,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2025-03-31,14/04/2025,0.1,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2025-02-28,18/03/2025,0.1,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2025-01-31,14/02/2025,0.1,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2024-12-30,15/01/2025,0.01,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2024-11-29,13/12/2024,0.04,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2024-10-31,14/11/2024,0.04,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2024-09-30,14/10/2024,0.085,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2024-08-30,13/09/2024,0.1,Indefinido,,,,- % a.a,"670.653,00",
XPCA11,RENDIMENTO,2024-07-31,14/08/2024,0.11,Indefinido,,,,- % a.a,"670.653,00",
XPCE11,,,,,,,,,,,
XPCI11,,,,,,,,,,,
XPCM11,,,,,,,,,,,
XPID11,,,,,,,,,,,
XPIN11,,,,,,,,,,,
XPLG11,,,,,,,,,,,
XPML11,,,,,,,,,,,
XPSF11,,,,,,,,,,,
YCIN11,,,,,,,,,,,
YEES11,,,,,,,,,,,
YUFI11,,,,,,,,,,,
YVYC11,,,,,,,,,,,
ZAGH11,,,,,,,,,,,
ZAVC11,,,,,,,,,,,
ZAVI11,,,,,,,,,,,
ZIFI11,,,,,,,,,,,
